account_id,account_name,industry,country,signup_date,referral_source,plan_tier,account_seats,is_trial,churn_flag,mrr_amount,arr_amount,subscription_seats,total_subscriptions,usage_count,usage_duration_secs,error_count,total_tickets,resolution_time_hours,first_response_time_minutes,satisfaction_score,escalation_flag,churned,tenure_days,seat_utilization
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,3604.1,43249.2,36.7,10,628,202329,36,9.0,40.888888888888886,71.44444444444444,3.5,0.0,1.0,1083,1.0794117647058825
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,1516.1,18193.2,20.9,10,519,157792,30,8.0,30.75,73.375,3.0,0.0,1.0,571,1.0999999999999999
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,5168.0,62016.0,40.0,10,413,109079,25,3.0,20.666666666666668,116.33333333333333,5.0,0.0,1.0,751,1.0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,5168.0,62016.0,40.0,10,413,109079,25,3.0,20.666666666666668,116.33333333333333,5.0,0.0,1.0,751,1.0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,5168.0,62016.0,40.0,10,413,109079,25,3.0,20.666666666666668,116.33333333333333,5.0,0.0,1.0,751,1.0
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,1571.7272727272727,18860.727272727272,19.818181818181817,11,624,191651,49,3.0,17.0,69.0,4.0,0.0,1.0,622,2.202020202020202
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,1571.7272727272727,18860.727272727272,19.818181818181817,11,624,191651,49,3.0,17.0,69.0,4.0,0.0,1.0,622,2.202020202020202
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,2390.5,28686.0,23.5,10,518,152228,36,5.0,40.0,75.6,3.2,0.0,1.0,564,7.833333333333333
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,2390.5,28686.0,23.5,10,518,152228,36,5.0,40.0,75.6,3.2,0.0,1.0,564,7.833333333333333
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,5769.166666666667,69230.0,70.0,12,600,202100,42,5.0,49.2,84.0,5.0,0.0,1.0,959,1.0
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,2451.3333333333335,29416.0,24.333333333333332,6,215,79605,18,4.0,34.0,98.5,5.0,0.0,1.0,786,2.0277777777777777
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,2451.3333333333335,29416.0,24.333333333333332,6,215,79605,18,4.0,34.0,98.5,5.0,0.0,1.0,786,2.0277777777777777
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,1930.6363636363637,23167.636363636364,30.818181818181817,11,530,135061,37,6.0,47.833333333333336,87.5,4.25,1.0,1.0,1171,30.818181818181817
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,7800.714285714285,93608.57142857143,163.0,7,271,81944,25,4.0,37.5,105.5,3.0,0.0,1.0,740,1.0
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,7800.714285714285,93608.57142857143,163.0,7,271,81944,25,4.0,37.5,105.5,3.0,0.0,1.0,740,1.0
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,3387.8,40653.6,36.13333333333333,15,629,158587,24,2.0,70.5,106.5,0.0,0.0,0.0,601,1.2459770114942528
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,921.2857142857143,11055.42857142857,16.0,7,446,130195,19,1.0,56.0,12.0,0.0,0.0,0.0,541,3.2
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,3654.9166666666665,43859.0,61.0,12,453,124458,29,5.0,27.6,126.0,4.333333333333333,0.0,1.0,1143,1.0
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,3654.9166666666665,43859.0,61.0,12,453,124458,29,5.0,27.6,126.0,4.333333333333333,0.0,1.0,1143,1.0
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,583.0,6996.0,22.0,4,171,44864,17,1.0,2.0,2.0,3.0,0.0,0.0,622,1.0
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,284.14285714285717,3409.714285714286,10.714285714285714,7,357,124753,18,5.0,50.4,105.2,3.75,0.0,1.0,893,5.357142857142857
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,2827.1428571428573,33925.71428571428,32.714285714285715,7,432,142787,26,3.0,42.0,81.0,5.0,0.0,1.0,699,1.1280788177339902
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,2827.1428571428573,33925.71428571428,32.714285714285715,7,432,142787,26,3.0,42.0,81.0,5.0,0.0,1.0,699,1.1280788177339902
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,2827.1428571428573,33925.71428571428,32.714285714285715,7,432,142787,26,3.0,42.0,81.0,5.0,0.0,1.0,699,1.1280788177339902
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,2161.8125,25941.75,21.8125,16,749,222610,48,4.0,41.0,72.5,4.0,0.0,1.0,874,1.36328125
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,1128.375,13540.5,21.75,8,478,150601,16,9.0,28.444444444444443,66.11111111111111,4.5,0.0,0.0,514,2.175
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,1423.3333333333333,17080.0,28.0,6,285,91776,15,4.0,26.0,98.25,3.0,0.0,1.0,929,1.0
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,1423.3333333333333,17080.0,28.0,6,285,91776,15,4.0,26.0,98.25,3.0,0.0,1.0,929,1.0
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,942.0,11304.0,15.818181818181818,11,606,179167,31,2.0,29.0,52.5,5.0,0.0,1.0,673,3.9545454545454546
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,942.0,11304.0,15.818181818181818,11,606,179167,31,2.0,29.0,52.5,5.0,0.0,1.0,673,3.9545454545454546
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,942.0,11304.0,15.818181818181818,11,606,179167,31,2.0,29.0,52.5,5.0,0.0,1.0,673,3.9545454545454546
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,1339.0,16068.0,23.142857142857142,14,782,239679,43,6.0,16.0,88.0,4.0,1.0,1.0,758,2.892857142857143
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,1507.0,18084.0,15.727272727272727,11,623,168474,55,5.0,29.2,103.8,3.75,1.0,1.0,786,1.4297520661157024
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,1791.357142857143,21496.285714285714,25.928571428571427,14,599,182273,19,6.0,29.666666666666668,129.83333333333334,4.25,0.0,1.0,867,1.8520408163265305
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,1791.357142857143,21496.285714285714,25.928571428571427,14,599,182273,19,6.0,29.666666666666668,129.83333333333334,4.25,0.0,1.0,867,1.8520408163265305
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,3124.4444444444443,37493.333333333336,21.11111111111111,9,441,133497,35,5.0,33.4,80.6,4.0,1.0,1.0,794,1.1111111111111112
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,3124.4444444444443,37493.333333333336,21.11111111111111,9,441,133497,35,5.0,33.4,80.6,4.0,1.0,1.0,794,1.1111111111111112
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,3124.4444444444443,37493.333333333336,21.11111111111111,9,441,133497,35,5.0,33.4,80.6,4.0,1.0,1.0,794,1.1111111111111112
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,1114.4375,13373.25,14.0625,16,806,260271,43,6.0,34.666666666666664,125.33333333333333,3.0,2.0,1.0,946,4.6875
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,2808.1,33697.2,28.9,10,393,111038,20,5.0,26.6,91.6,4.0,0.0,0.0,1203,5.779999999999999
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,1507.2,18086.4,25.8,10,410,127529,45,5.0,28.6,99.0,4.0,0.0,1.0,674,1.9846153846153847
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,1797.0588235294117,21564.70588235294,15.882352941176471,17,871,261911,55,2.0,37.5,120.0,5.0,0.0,1.0,752,3.1764705882352944
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,2223.8333333333335,26686.0,23.666666666666668,6,205,57539,14,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0,1.0,910,11.833333333333334
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,2223.8333333333335,26686.0,23.666666666666668,6,205,57539,14,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0,1.0,910,11.833333333333334
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,3951.5714285714284,47418.857142857145,22.714285714285715,7,362,102382,23,7.0,36.57142857142857,106.57142857142857,3.4,0.0,0.0,1175,1.1357142857142857
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,4764.2307692307695,57170.769230769234,49.61538461538461,13,765,230759,41,3.0,37.0,47.333333333333336,3.0,0.0,1.0,640,1.1025641025641024
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,4764.2307692307695,57170.769230769234,49.61538461538461,13,765,230759,41,3.0,37.0,47.333333333333336,3.0,0.0,1.0,640,1.1025641025641024
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,4764.2307692307695,57170.769230769234,49.61538461538461,13,765,230759,41,3.0,37.0,47.333333333333336,3.0,0.0,1.0,640,1.1025641025641024
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,4764.2307692307695,57170.769230769234,49.61538461538461,13,765,230759,41,3.0,37.0,47.333333333333336,3.0,0.0,1.0,640,1.1025641025641024
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,1189.25,14271.0,17.0,8,445,144345,27,2.0,59.0,66.0,3.0,0.0,1.0,1088,5.666666666666667
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,1420.0,17040.0,22.583333333333332,12,528,169908,33,4.0,40.25,74.0,3.5,0.0,1.0,906,7.527777777777778
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,1420.0,17040.0,22.583333333333332,12,528,169908,33,4.0,40.25,74.0,3.5,0.0,1.0,906,7.527777777777778
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,2222.25,26667.0,12.75,4,158,48510,3,2.0,56.5,137.5,0.0,0.0,1.0,721,12.75
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,2689.1666666666665,32270.0,31.916666666666668,12,624,202756,40,5.0,20.2,119.8,4.0,0.0,1.0,1009,7.979166666666667
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,2689.1666666666665,32270.0,31.916666666666668,12,624,202756,40,5.0,20.2,119.8,4.0,0.0,1.0,1009,7.979166666666667
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,2689.1666666666665,32270.0,31.916666666666668,12,624,202756,40,5.0,20.2,119.8,4.0,0.0,1.0,1009,7.979166666666667
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,2689.1666666666665,32270.0,31.916666666666668,12,624,202756,40,5.0,20.2,119.8,4.0,0.0,1.0,1009,7.979166666666667
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,4064.6666666666665,48776.0,34.0,15,625,189526,35,2.0,56.5,98.5,4.0,0.0,1.0,922,1.4782608695652173
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,587.2727272727273,7047.272727272727,25.818181818181817,11,687,225366,33,3.0,54.333333333333336,149.33333333333334,0.0,0.0,1.0,1202,1.3588516746411483
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,4350.333333333333,52204.0,51.333333333333336,12,507,157547,34,3.0,42.0,58.666666666666664,4.666666666666667,0.0,1.0,529,1.0266666666666666
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,4350.333333333333,52204.0,51.333333333333336,12,507,157547,34,3.0,42.0,58.666666666666664,4.666666666666667,0.0,1.0,529,1.0266666666666666
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,2665.1428571428573,31981.714285714286,32.0,7,435,133441,33,4.0,39.0,94.5,5.0,0.0,1.0,709,1.0
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,2665.1428571428573,31981.714285714286,32.0,7,435,133441,33,4.0,39.0,94.5,5.0,0.0,1.0,709,1.0
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,2665.1428571428573,31981.714285714286,32.0,7,435,133441,33,4.0,39.0,94.5,5.0,0.0,1.0,709,1.0
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,2329.3333333333335,27952.0,19.11111111111111,9,474,144424,40,5.0,52.2,90.8,3.0,0.0,1.0,738,4.777777777777778
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,1687.2,20246.4,20.6,5,231,80389,15,3.0,50.666666666666664,67.33333333333333,3.0,0.0,0.0,812,1.0842105263157895
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,2107.5,25290.0,28.2,10,595,196965,22,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,1.0,879,1.0444444444444445
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,2280.0,27360.0,25.285714285714285,7,292,107443,21,5.0,42.6,110.0,3.5,0.0,0.0,525,1.0535714285714286
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,1742.9166666666667,20915.0,21.833333333333332,12,552,157263,34,1.0,16.0,99.0,3.0,0.0,1.0,690,1.4555555555555555
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,2173.181818181818,26078.18181818182,38.18181818181818,11,505,141942,33,5.0,30.6,115.0,3.3333333333333335,0.0,0.0,1102,2.5454545454545454
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,970.0,11640.0,17.923076923076923,13,642,193363,22,6.0,31.5,48.333333333333336,4.333333333333333,0.0,1.0,1057,1.9914529914529915
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,970.0,11640.0,17.923076923076923,13,642,193363,22,6.0,31.5,48.333333333333336,4.333333333333333,0.0,1.0,1057,1.9914529914529915
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,1209.0,14508.0,13.23076923076923,13,678,193777,30,2.0,39.5,96.5,4.0,0.0,1.0,724,3.3076923076923075
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,1209.0,14508.0,13.23076923076923,13,678,193777,30,2.0,39.5,96.5,4.0,0.0,1.0,724,3.3076923076923075
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,6666.571428571428,79998.85714285714,47.714285714285715,7,371,103455,35,5.0,27.4,80.0,4.0,1.0,1.0,1122,1.0844155844155845
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,2664.0,31968.0,33.5,12,547,174663,17,5.0,33.6,37.6,4.5,0.0,1.0,880,1.0806451612903225
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,1718.5714285714287,20622.85714285714,23.285714285714285,7,347,98097,22,2.0,39.5,118.5,3.5,0.0,1.0,1134,1.5523809523809524
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,1718.5714285714287,20622.85714285714,23.285714285714285,7,347,98097,22,2.0,39.5,118.5,3.5,0.0,1.0,1134,1.5523809523809524
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,1339.2,16070.4,24.0,15,1005,273639,47,1.0,32.0,175.0,4.0,0.0,1.0,1112,2.1818181818181817
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,2107.285714285714,25287.428571428572,16.285714285714285,7,386,120014,24,6.0,38.833333333333336,91.66666666666667,4.2,0.0,1.0,1034,1.8095238095238093
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,2107.285714285714,25287.428571428572,16.285714285714285,7,386,120014,24,6.0,38.833333333333336,91.66666666666667,4.2,0.0,1.0,1034,1.8095238095238093
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,1819.0,21828.0,17.2,10,492,149078,21,2.0,36.5,137.0,3.5,0.0,1.0,1147,2.15
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,2444.8571428571427,29338.285714285714,18.857142857142858,7,419,134119,19,7.0,39.142857142857146,101.14285714285714,3.3333333333333335,1.0,1.0,954,3.7714285714285714
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,996.3333333333334,11956.0,12.833333333333334,12,545,173217,45,6.0,29.0,96.83333333333333,3.75,0.0,1.0,1025,2.566666666666667
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,996.3333333333334,11956.0,12.833333333333334,12,545,173217,45,6.0,29.0,96.83333333333333,3.75,0.0,1.0,1025,2.566666666666667
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,688.2857142857143,8259.42857142857,14.571428571428571,7,311,82471,24,5.0,52.2,82.4,4.333333333333333,0.0,1.0,505,2.4285714285714284
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,1242.4166666666667,14909.0,19.333333333333332,12,497,172341,22,4.0,33.25,56.5,3.5,0.0,0.0,967,19.333333333333332
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,4045.714285714286,48548.57142857143,80.0,7,412,118416,23,3.0,28.666666666666668,35.333333333333336,4.0,0.0,0.0,522,1.0
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,8812.285714285714,105747.42857142857,69.0,7,357,126251,21,5.0,33.4,111.8,4.5,0.0,1.0,511,1.0
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,8812.285714285714,105747.42857142857,69.0,7,357,126251,21,5.0,33.4,111.8,4.5,0.0,1.0,511,1.0
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,778.0,9336.0,22.0,4,174,60214,11,2.0,39.5,95.0,4.0,0.0,1.0,603,4.4
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,1704.6666666666667,20456.0,53.77777777777778,9,376,109862,18,6.0,35.333333333333336,84.33333333333333,3.3333333333333335,1.0,0.0,948,1.0146750524109014
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,1347.4285714285713,16169.142857142857,15.428571428571429,7,369,142387,31,3.0,14.333333333333334,72.66666666666667,3.0,0.0,1.0,710,2.5714285714285716
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,2368.1666666666665,28418.0,24.083333333333332,12,681,231376,39,5.0,17.8,57.0,4.0,0.0,1.0,616,3.4404761904761902
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,1640.5384615384614,19686.46153846154,20.923076923076923,13,537,140266,28,7.0,43.142857142857146,103.42857142857143,3.0,0.0,0.0,530,4.184615384615385
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,1878.4375,22541.25,24.8125,16,893,242860,46,3.0,64.0,123.0,4.0,0.0,0.0,1154,4.135416666666667
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,2044.75,24537.0,32.625,8,369,111452,12,2.0,33.5,112.5,3.5,0.0,1.0,583,2.5096153846153846
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,2414.8888888888887,28978.666666666668,19.555555555555557,9,601,188786,29,2.0,41.5,48.5,5.0,0.0,0.0,948,2.4444444444444446
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,5366.666666666667,64400.0,92.0,12,685,210243,32,5.0,29.2,95.0,3.75,0.0,0.0,753,1.0
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,1460.3333333333333,17524.0,16.916666666666668,12,765,245080,41,3.0,52.666666666666664,70.0,4.0,0.0,1.0,902,3.3833333333333337
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,1460.3333333333333,17524.0,16.916666666666668,12,765,245080,41,3.0,52.666666666666664,70.0,4.0,0.0,1.0,902,3.3833333333333337
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,1460.3333333333333,17524.0,16.916666666666668,12,765,245080,41,3.0,52.666666666666664,70.0,4.0,0.0,1.0,902,3.3833333333333337
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,1229.1538461538462,14749.846153846154,23.0,13,568,162210,49,5.0,46.0,68.2,3.6666666666666665,0.0,0.0,1069,1.2777777777777777
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,2721.5555555555557,32658.666666666668,26.22222222222222,9,438,141962,18,4.0,48.25,94.25,3.0,0.0,0.0,691,3.2777777777777777
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,3953.0,47436.0,67.0,6,297,94696,16,2.0,28.0,89.0,4.5,0.0,1.0,902,1.0
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,2846.25,34155.0,55.0,12,681,206167,25,1.0,1.0,144.0,3.0,0.0,1.0,1060,1.0
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,3448.285714285714,41379.42857142857,27.0,7,496,151037,32,3.0,28.666666666666668,104.66666666666667,4.0,0.0,1.0,830,1.0
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,3448.285714285714,41379.42857142857,27.0,7,496,151037,32,3.0,28.666666666666668,104.66666666666667,4.0,0.0,1.0,830,1.0
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,718.8,8625.6,19.2,5,266,100257,20,4.0,31.5,101.0,4.5,0.0,1.0,655,6.3999999999999995
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,718.8,8625.6,19.2,5,266,100257,20,4.0,31.5,101.0,4.5,0.0,1.0,655,6.3999999999999995
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,1086.0,13032.0,16.076923076923077,13,819,274464,34,3.0,25.333333333333332,127.0,3.0,0.0,1.0,814,5.358974358974359
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,1086.0,13032.0,16.076923076923077,13,819,274464,34,3.0,25.333333333333332,127.0,3.0,0.0,1.0,814,5.358974358974359
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,481.6666666666667,5780.0,29.11111111111111,9,408,143989,23,2.0,35.5,97.5,3.5,0.0,1.0,1179,1.3862433862433863
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,481.6666666666667,5780.0,29.11111111111111,9,408,143989,23,2.0,35.5,97.5,3.5,0.0,1.0,1179,1.3862433862433863
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,3170.9,38050.8,41.2,10,606,177930,45,7.0,26.571428571428573,83.71428571428571,3.5,0.0,1.0,580,1.0048780487804878
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,1129.3333333333333,13552.0,11.0,6,214,76170,9,2.0,24.5,98.5,0.0,0.0,1.0,895,1.0
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,1847.8333333333333,22174.0,13.833333333333334,6,283,111162,12,3.0,52.333333333333336,150.0,5.0,1.0,1.0,893,1.9761904761904763
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,1056.0,12672.0,22.692307692307693,13,575,181920,28,5.0,36.0,110.6,4.0,1.0,1.0,1066,4.538461538461538
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,1056.0,12672.0,22.692307692307693,13,575,181920,28,5.0,36.0,110.6,4.0,1.0,1.0,1066,4.538461538461538
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,1056.0,12672.0,22.692307692307693,13,575,181920,28,5.0,36.0,110.6,4.0,1.0,1.0,1066,4.538461538461538
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,3787.714285714286,45452.57142857143,29.571428571428573,7,404,127486,20,4.0,45.0,29.5,3.25,0.0,1.0,603,1.9714285714285715
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,394.55555555555554,4734.666666666667,13.666666666666666,9,492,167226,24,5.0,26.4,105.8,4.333333333333333,0.0,0.0,574,6.833333333333333
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,800.8571428571429,9610.285714285714,20.285714285714285,7,329,78244,17,4.0,16.5,84.75,3.6666666666666665,0.0,1.0,498,2.5357142857142856
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,800.8571428571429,9610.285714285714,20.285714285714285,7,329,78244,17,4.0,16.5,84.75,3.6666666666666665,0.0,1.0,498,2.5357142857142856
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,800.8571428571429,9610.285714285714,20.285714285714285,7,329,78244,17,4.0,16.5,84.75,3.6666666666666665,0.0,1.0,498,2.5357142857142856
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,2650.25,31803.0,27.1875,16,730,212801,58,6.0,49.5,108.16666666666667,4.0,1.0,1.0,833,1.430921052631579
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,2650.25,31803.0,27.1875,16,730,212801,58,6.0,49.5,108.16666666666667,4.0,1.0,1.0,833,1.430921052631579
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,5659.142857142857,67909.71428571429,61.57142857142857,7,334,106338,18,5.0,35.6,105.8,4.0,0.0,1.0,544,1.9861751152073732
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,426.125,5113.5,15.125,8,475,129707,40,3.0,13.666666666666666,66.66666666666667,4.0,0.0,0.0,1079,3.025
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,2970.9333333333334,35651.2,26.8,15,705,201426,37,4.0,29.25,48.5,4.0,0.0,1.0,550,1.675
